sample_id,rgb_relative_path,skeleton_path,person,action,group,camera,low_view_height_cm,low_camera_order,reference_camera,angle_definition,direct_estimated_relative_yaw_deg,estimated_relative_yaw_deg,angle_source,angle_mad_deg,median_fit_rmse_m,candidate_frame_count,usable_frame_count,stable_frame_count,confidence
A004_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A004_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G002_C005.csv,P090,A004,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,5.89,5.89,pairwise_skeleton_registration,3.0,0.2319,90,90,90,high
A004_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A004_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G002_C007.csv,P090,A004,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-44.72,-44.72,pairwise_skeleton_registration,1.13,0.262,90,90,90,medium
A004_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A004_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G003_C001.csv,P090,A004,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A004_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A004_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G003_C003.csv,P090,A004,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,13.06,13.06,pairwise_skeleton_registration,5.7,0.1555,108,108,108,high
A004_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A004_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G003_C005.csv,P090,A004,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,8.58,8.58,pairwise_skeleton_registration,2.65,0.2003,108,108,108,high
A004_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A004_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A004_P090_G003_C007.csv,P090,A004,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,0.72,0.72,pairwise_skeleton_registration,2.89,0.2266,108,108,108,high
A005_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A005_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G001_C001.csv,P090,A005,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A005_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A005_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G001_C003.csv,P090,A005,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,8.81,8.81,pairwise_skeleton_registration,5.9,0.1665,45,45,36,high
A005_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A005_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G001_C005.csv,P090,A005,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,17.03,17.03,pairwise_skeleton_registration,2.72,0.2463,45,45,40,high
A005_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A005_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G001_C007.csv,P090,A005,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,171.29,171.29,pairwise_skeleton_registration,8.18,0.2337,45,45,29,medium
A005_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A005_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G002_C001.csv,P090,A005,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A005_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A005_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G002_C003.csv,P090,A005,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-16.39,-16.39,pairwise_skeleton_registration,1.7,0.0691,46,46,37,high
A005_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A005_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G002_C005.csv,P090,A005,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,8.26,8.26,pairwise_skeleton_registration,3.7,0.241,46,46,39,high
A005_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A005_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A005_P090_G002_C007.csv,P090,A005,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,168.79,168.79,pairwise_skeleton_registration,3.13,0.2085,46,46,16,high
A006_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A006_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G001_C001.csv,P090,A006,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A006_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A006_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G001_C003.csv,P090,A006,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-20.74,-20.74,pairwise_skeleton_registration,9.41,0.2788,91,91,79,medium
A006_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A006_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G001_C005.csv,P090,A006,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,121.99,121.99,pairwise_skeleton_registration,2.76,0.2024,91,91,84,high
A006_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A006_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G001_C007.csv,P090,A006,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,32.17,32.17,pairwise_skeleton_registration,4.64,0.1859,91,91,75,high
A006_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A006_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G002_C001.csv,P090,A006,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A006_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A006_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G002_C003.csv,P090,A006,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,3.07,3.07,pairwise_skeleton_registration,3.26,0.1329,97,97,97,high
A006_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A006_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G002_C005.csv,P090,A006,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,11.61,11.61,pairwise_skeleton_registration,1.93,0.1313,97,97,97,high
A006_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A006_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A006_P090_G002_C007.csv,P090,A006,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,37.66,37.66,pairwise_skeleton_registration,2.76,0.1439,97,97,97,high
A007_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A007_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G001_C001.csv,P090,A007,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A007_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A007_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G001_C003.csv,P090,A007,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,2.15,2.15,pairwise_skeleton_registration,9.18,0.2253,144,144,134,medium
A007_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A007_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G001_C005.csv,P090,A007,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,54.79,54.79,pairwise_skeleton_registration,6.26,0.1855,144,144,111,high
A007_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A007_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G001_C007.csv,P090,A007,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,44.38,44.38,pairwise_skeleton_registration,7.24,0.3156,144,144,91,medium
A007_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A007_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G002_C001.csv,P090,A007,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A007_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A007_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G002_C003.csv,P090,A007,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,5.4,5.4,pairwise_skeleton_registration,6.93,0.1911,127,127,126,high
A007_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A007_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G002_C005.csv,P090,A007,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,14.78,14.78,pairwise_skeleton_registration,2.28,0.2072,127,127,127,high
A007_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A007_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A007_P090_G002_C007.csv,P090,A007,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,4.51,4.51,pairwise_skeleton_registration,3.64,0.2076,127,127,121,high
A008_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A008_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G001_C001.csv,P090,A008,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A008_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A008_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G001_C003.csv,P090,A008,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,17.87,17.87,pairwise_skeleton_registration,6.46,0.18,157,157,134,high
A008_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A008_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G001_C005.csv,P090,A008,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-38.57,-38.57,pairwise_skeleton_registration,6.72,0.2733,157,157,61,medium
A008_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A008_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G001_C007.csv,P090,A008,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,-70.42,-70.42,pairwise_skeleton_registration,4.46,0.2323,157,157,56,high
A008_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A008_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G002_C001.csv,P090,A008,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A008_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A008_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G002_C003.csv,P090,A008,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,3.34,3.34,pairwise_skeleton_registration,3.51,0.2175,99,99,76,high
A008_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A008_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G002_C005.csv,P090,A008,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,12.9,12.9,pairwise_skeleton_registration,5.22,0.1923,99,99,75,high
A008_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A008_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A008_P090_G002_C007.csv,P090,A008,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,51.97,51.97,pairwise_skeleton_registration,4.25,0.1751,99,99,82,high
A009_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A009_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G001_C001.csv,P090,A009,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A009_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A009_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G001_C003.csv,P090,A009,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-22.08,-22.08,pairwise_skeleton_registration,2.83,0.1157,105,105,105,high
A009_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A009_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G001_C005.csv,P090,A009,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,12.23,12.23,pairwise_skeleton_registration,6.15,0.2294,105,105,84,high
A009_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A009_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G001_C007.csv,P090,A009,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,53.13,53.13,pairwise_skeleton_registration,4.87,0.1875,105,105,105,high
A009_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A009_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G002_C001.csv,P090,A009,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A009_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A009_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G002_C003.csv,P090,A009,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,5.93,5.93,pairwise_skeleton_registration,5.16,0.236,128,128,128,high
A009_P090_G002_C005,RGB_P081-P090/P081-P090/P090/A009_P090_G002_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G002_C005.csv,P090,A009,G002,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,3.44,3.44,pairwise_skeleton_registration,7.81,0.2422,128,128,87,high
A009_P090_G002_C007,RGB_P081-P090/P081-P090/P090/A009_P090_G002_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A009_P090_G002_C007.csv,P090,A009,G002,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,17.27,17.27,pairwise_skeleton_registration,9.91,0.3205,128,128,53,medium
A010_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A010_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A010_P090_G001_C001.csv,P090,A010,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A010_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A010_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A010_P090_G001_C003.csv,P090,A010,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-97.3,-97.3,pairwise_skeleton_registration,6.19,0.2199,116,116,75,high
A010_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A010_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A010_P090_G002_C001.csv,P090,A010,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A010_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A010_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A010_P090_G002_C003.csv,P090,A010,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-25.69,-25.69,pairwise_skeleton_registration,1.77,0.0647,58,58,37,high
A011_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A011_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G001_C001.csv,P090,A011,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A011_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G001_C003.csv,P090,A011,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-35.91,-35.91,pairwise_skeleton_registration,3.47,0.1686,57,57,54,high
A011_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A011_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G001_C005.csv,P090,A011,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,-13.46,-13.46,pairwise_skeleton_registration,3.66,0.2077,57,57,56,high
A011_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A011_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G001_C007.csv,P090,A011,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,23.62,23.62,pairwise_skeleton_registration,9.01,0.2374,57,57,42,medium
A011_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A011_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G002_C001.csv,P090,A011,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A011_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G002_C003.csv,P090,A011,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-53.2,-53.2,pairwise_skeleton_registration,5.12,0.1687,102,102,102,high
A011_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A011_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G003_C001.csv,P090,A011,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A011_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A011_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A011_P090_G003_C003.csv,P090,A011,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-8.93,-8.93,pairwise_skeleton_registration,2.81,0.0958,93,93,93,high
A012_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A012_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A012_P090_G001_C001.csv,P090,A012,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A012_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A012_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A012_P090_G001_C003.csv,P090,A012,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-31.69,-31.69,pairwise_skeleton_registration,3.68,0.1977,90,90,74,high
A012_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A012_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A012_P090_G002_C001.csv,P090,A012,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A012_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A012_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A012_P090_G002_C003.csv,P090,A012,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-3.05,-3.05,pairwise_skeleton_registration,5.45,0.1445,104,104,84,high
A013_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A013_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G001_C001.csv,P090,A013,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A013_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A013_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G001_C003.csv,P090,A013,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-30.1,-30.1,pairwise_skeleton_registration,5.02,0.1146,66,66,56,high
A013_P090_G002_C001,RGB_P081-P090/P081-P090/P090/A013_P090_G002_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G002_C001.csv,P090,A013,G002,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A013_P090_G002_C003,RGB_P081-P090/P081-P090/P090/A013_P090_G002_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G002_C003.csv,P090,A013,G002,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-29.91,-29.91,pairwise_skeleton_registration,7.88,0.141,99,99,84,high
A013_P090_G003_C001,RGB_P081-P090/P081-P090/P090/A013_P090_G003_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G003_C001.csv,P090,A013,G003,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A013_P090_G003_C003,RGB_P081-P090/P081-P090/P090/A013_P090_G003_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G003_C003.csv,P090,A013,G003,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,33.37,33.37,pairwise_skeleton_registration,11.04,0.1756,99,99,77,medium
A013_P090_G003_C005,RGB_P081-P090/P081-P090/P090/A013_P090_G003_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G003_C005.csv,P090,A013,G003,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,49.45,49.45,pairwise_skeleton_registration,10.04,0.2194,99,99,60,medium
A013_P090_G003_C007,RGB_P081-P090/P081-P090/P090/A013_P090_G003_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A013_P090_G003_C007.csv,P090,A013,G003,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,85.32,85.32,pairwise_skeleton_registration,10.05,0.2004,99,99,66,medium
A014_P090_G001_C001,RGB_P081-P090/P081-P090/P090/A014_P090_G001_C001.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G001_C001.csv,P090,A014,G001,C001,70,1,C001,source camera forward-axis yaw relative to C001; C001=0,0.0,0.0,C001_reference,0.0,0.0,0,0,0,reference
A014_P090_G001_C003,RGB_P081-P090/P081-P090/P090/A014_P090_G001_C003.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G001_C003.csv,P090,A014,G001,C003,70,2,C001,source camera forward-axis yaw relative to C001; C001=0,-55.87,-55.87,pairwise_skeleton_registration,10.1,0.2225,63,63,43,medium
A014_P090_G001_C005,RGB_P081-P090/P081-P090/P090/A014_P090_G001_C005.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G001_C005.csv,P090,A014,G001,C005,70,3,C001,source camera forward-axis yaw relative to C001; C001=0,67.53,67.53,pairwise_skeleton_registration,7.67,0.265,63,63,30,medium
A014_P090_G001_C007,RGB_P081-P090/P081-P090/P090/A014_P090_G001_C007.mp4,/home/youhan/ws/ETRI-Activity3D-Skeleton/Skeleton(P051-P100)/P051-P100/A014_P090_G001_C007.csv,P090,A014,G001,C007,70,4,C001,source camera forward-axis yaw relative to C001; C001=0,75.14,75.14,pairwise_skeleton_registration,7.98,0.2473,63,63,37,high
